"Qualification","Experience","Place","Profile","Fees","Qual","nyear","nplace","nprof","city","targetdata_Ayurveda","targetdata_Dentist","targetdata_Dermatologists","targetdata_ENT Specialist","targetdata_General Medicine","targetdata_Homeopath","targetdata_ Bangalore","targetdata_ Chennai","targetdata_ Coimbatore","targetdata_ Delhi","targetdata_ Ernakulam","targetdata_ Hyderabad","targetdata_ Mumbai","targetdata_ Sector 5","targetdata_ Thiruvananthapuram","targetdata_unknown"
"MBBS, Diploma in Anesthesiology","40 years experience","Patparganj, Delhi","General Medicine",180,2,40,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS","20 years experience","Banashankari 3rd Stage, Bangalore","Dentist",400,2,20,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","14 years experience","Thousand Lights, Chennai","Dermatologists",500,2,14,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS - Oral Medicine and Radiology","13 years experience","Mulund West, Mumbai","Dentist",100,2,13,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MD - Physician","13 years experience","Madhapur, Hyderabad","General Medicine",300,1,13,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, PG in Diabetology, PG in Diabetology (USA)","11 years experience","Chintal, Hyderabad","General Medicine",200,3,11,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Geriatrics","6 years experience","Mulund West, Mumbai","General Medicine",100,2,6,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery","24 years experience","Old Airport Road, Bangalore","General Medicine",650,3,24,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics","13 years experience","Powai, Mumbai","Dentist",300,2,13,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS","12 years experience","Paschim Vihar, Delhi","Dentist",250,1,12,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BHMS","31 years experience","Trombay, Mumbai","Homeopath",100,1,31,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"LCEH","35 years experience","Vileparle West, Mumbai","Homeopath",200,1,35,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS","19 years experience","Mylapore, Chennai","General Medicine",500,1,19,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine, Advanced Certificate Course In Diabetes, Fellowship in Aesthetic Medicine","10 years experience","Tilak Nagar, Delhi","General Medicine",350,4,10,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Periodontology and Oral Implantology, PGDMLS, MDS - Prosthodontics, MDS - Endodontics","22 years experience","Bandra West, Mumbai","Dentist",100,5,22,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS","22 years experience","Peelamedu, Coimbatore","Dentist",50,1,22,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BHMS","10 years experience","Egmore, Chennai","Homeopath",300,1,10,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","39 years experience","Peddar Road, Mumbai","Dermatologists",100,3,39,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS","26 years experience","Kukatpally, Hyderabad","Dentist",250,2,26,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS","7 years experience","Ganapathy, Coimbatore","General Medicine",60,1,7,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"MBBS, Diploma in Medical Radio-Diagnosis","39 years experience","Viveknagar, Bangalore","General Medicine",350,2,39,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS","20 years experience","Bhandup West, Mumbai","General Medicine",500,1,20,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"BAMS","2 years experience","Yelahanka, Bangalore","Ayurveda",300,1,2,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - Otorhinolaryngology, FRCS","34 years experience","OMR Road, Chennai","ENT Specialist",700,3,34,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MD AYURVED AND YOG, BAMS","8 years experience","Vasant Kunj, Delhi","Ayurveda",300,2,8,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MD - Skin & VD, DVD, MBBS","31 years experience","Khar West, Mumbai","Dermatologists",100,3,31,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Internal Medicine","23 years experience","Indiranagar, Bangalore","General Medicine",750,2,23,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"B.Sc, MBBS","49 years experience","Perambur, Chennai","General Medicine",50,2,49,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine, DM - Endocrinology","15 years experience","Ashok Nagar, Chennai","General Medicine",500,3,15,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","19 years experience","Dilshad Garden, Delhi","ENT Specialist",250,2,19,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MDS - Conservative Dentistry & Endodontics, BDS","21 years experience","Vasant Vihar, Delhi","Dentist",500,2,21,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - ENT","23 years experience","Kothaguda, Hyderabad","ENT Specialist",500,2,23,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT","14 years experience","Tambaram, Chennai","ENT Specialist",220,2,14,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","7 years experience","Anna Nagar West, Chennai","Homeopath",200,1,7,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BHMS, MD - Alternate Medicine","10 years experience","Krishna Nagar, Delhi","Homeopath",300,2,10,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BHMS","9 years experience","Tambaram, Chennai","Homeopath",450,1,9,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BDS","4 years experience","Thoraipakkam, Chennai","Dentist",200,1,4,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","20 years experience","Madangir, Delhi","Homeopath",200,1,20,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - ENT","26 years experience","KR Puram, Bangalore","ENT Specialist",200,2,26,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","16 years experience","Tarnaka, Hyderabad","Dentist",150,1,16,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS","4 years experience","Kondapur, Hyderabad","Dentist",200,1,4,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology","5 years experience","Ram Nagar, Hyderabad","Dermatologists",200,2,5,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MDS - Conservative Dentistry & Endodontics, BDS","14 years experience","Kilpauk, Chennai","Dentist",500,2,14,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MD - Homeopathy","17 years experience","KPHB, Hyderabad","Homeopath",800,1,17,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MD - General Medicine, DM - Nephrology, MBBS","6 years experience","Saket, Delhi","General Medicine",900,3,6,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BDS","10 years experience","KPHB, Hyderabad","Dentist",200,1,10,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS, DICOI","31 years experience","Adyar, Chennai","Dentist",500,3,31,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine","25 years experience","Dwarka, Delhi","General Medicine",400,2,25,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DVD","42 years experience","Patel Nagar West, Delhi","Dermatologists",350,2,42,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology, DNB - Dermatology & Venereology","12 years experience","JP Nagar 2 Phase, Bangalore","Dermatologists",400,3,12,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDVL","13 years experience","Egmore, Chennai","Dermatologists",500,2,13,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","12 years experience","Koramangala 4 Block, Bangalore","Homeopath",300,1,12,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Paedodontics And Preventive Dentistry","11 years experience","Ghatkopar East, Mumbai","Dentist",500,2,11,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MD - Dermatology, MBBS, Diploma in Medical Cosmetology","7 years experience","Jubilee Hills, Hyderabad","Dermatologists",500,3,7,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BAMS","9 years experience","Sanjay Nagar, Bangalore","Ayurveda",100,1,9,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","29 years experience","Santacruz East, Mumbai","Ayurveda",200,1,29,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), Post Graduate Diploma in Hospital & Healthcare Management, MS - ENT","24 years experience","Kandivali East, Mumbai","ENT Specialist",700,4,24,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics","11 years experience","Saidabad, Hyderabad","Dentist",150,2,11,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS","28 years experience","Powai, Mumbai","Homeopath",800,1,28,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS","57 years experience","JP Nagar 2 Phase, Bangalore","General Medicine",100,1,57,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Skin & VD, Fellowship In Cosmetic Dermatology, Training Certificate in Hair Transplant","9 years experience","Andheri West, Mumbai","Dermatologists",100,4,9,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology","0 years experience","Marathahalli, Bangalore","Dermatologists",800,2,0,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","9 years experience","Banashankari 3rd Stage, Bangalore","ENT Specialist",200,2,9,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDVL","6 years experience","Kalyan Nagar, Bangalore","Dermatologists",500,2,6,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics","10 years experience","Mira Road, Mumbai","Dentist",100,2,10,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MS - ENT","0 years experience","West Mambalam, Chennai","ENT Specialist",70,1,0,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MS - Otorhinolaryngology, MBBS, DNB, MBA (HCS), MS - ENT","13 years experience","Dilshad Garden, Delhi","ENT Specialist",300,5,13,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Obstetrics & Gynaecology","26 years experience","Vanagaram, Chennai","General Medicine",500,2,26,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BDS","29 years experience","Ramanathapuram, Coimbatore","Dentist",50,1,29,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MD - Homeopathy, BHMS","15 years experience","Dwarka Sector 5, Delhi","Homeopath",300,2,15,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - General Medicine, Fellowship in Diabetology, Certificate Course in Gestational Diabetes Mellitus","19 years experience","Arumbakkam, Chennai","General Medicine",350,4,19,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MBBS","53 years experience","Bandra West, Mumbai","General Medicine",250,1,53,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Internal Medicine","21 years experience","Paschim Vihar, Delhi","General Medicine",500,2,21,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery)","22 years experience","Dwarka Sector 10, Delhi","Homeopath",200,1,22,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS","42 years experience","Tambaram East, Chennai","General Medicine",100,1,42,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS - Periodontology and Oral Implantology","11 years experience","Kolathur, Chennai","Dentist",200,2,11,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","3 years experience","Edapally, Ernakulam","Homeopath",100,1,3,5,6," Ernakulam",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","23 years experience","Agaram, Chennai","ENT Specialist",300,2,23,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS - Pedodontics","17 years experience","HSR Layout, Bangalore","Dentist",100,2,17,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS, PhD- Ayurveda","38 years experience","Naraina Vihar, Delhi","Ayurveda",100,2,38,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - Otorhinolaryngology, Diploma in Otorhinolaryngology (DLO)","33 years experience","Anna Nagar, Chennai","ENT Specialist",100,3,33,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BAMS","5 years experience","Poovachal, Thiruvananthapuram","Ayurveda",150,1,5,8,1," Thiruvananthapuram",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BAMS, P.G. Diploma in Yoga & Meditation, Certificate Course in Panchakarma","11 years experience","Koramangala 4 Block, Bangalore","Ayurveda",200,3,11,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MD - Dermatology, MBBS","5 years experience","Vasant Vihar, Delhi","Dermatologists",100,2,5,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, Post Graduate Diploma in Diabetology (PGDD)","39 years experience","Ambattur, Chennai","General Medicine",200,2,39,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BAMS, MD-Ayurvedic Vachaspati","8 years experience","Andheri East, Mumbai","Ayurveda",400,2,8,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","12 years experience","Mugalivakkam, Chennai","Homeopath",350,1,12,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BDS, MDS - Prosthodontics","18 years experience","Shanti Niketan, Delhi","Dentist",250,2,18,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BAMS","4 years experience","T Nagar, Chennai","Ayurveda",100,1,4,2,1," Chennai",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine","8 years experience","JP Nagar 7 Phase, Bangalore","General Medicine",300,2,8,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MD - Ayurveda Medicine, BAMS","10 years experience","Dahisar West, Mumbai","Ayurveda",200,2,10,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","4 years experience","Dwarka Sector 23, Delhi","Homeopath",400,1,4,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - ENT","37 years experience","Lajpat Nagar, Delhi","ENT Specialist",700,2,37,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DDV","22 years experience","Teynampet, Chennai","Dermatologists",500,2,22,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDS","12 years experience","Krishna Nagar, Delhi","Dentist",250,1,12,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MS - ENT, MBBS","32 years experience","Dwarka, Delhi","ENT Specialist",300,2,32,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BAMS","2 years experience","HSR Layout, Bangalore","Ayurveda",100,1,2,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","15 years experience","Park Town, Chennai","Ayurveda",200,1,15,2,1," Chennai",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MD - Physician","6 years experience","Pothencode, Thiruvananthapuram","General Medicine",80,1,6,8,5," Thiruvananthapuram",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - General Medicine","23 years experience","Indiranagar, Bangalore","General Medicine",350,2,23,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDVL, FRGUHS","3 years experience","Indiranagar, Bangalore","Dermatologists",500,3,3,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BSc, DHMS, MD - Homeopathy, PhD - Homoeopathy","28 years experience","Adambakkam, Chennai","Homeopath",200,4,28,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BAMS","24 years experience","Chembur, Mumbai","Ayurveda",100,1,24,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology","5 years experience","Marathahalli, Bangalore","Dermatologists",600,2,5,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, Diploma in Implanthology, Advanced Endotontic Course On Root Canal","9 years experience","RK Puram, Delhi","Dentist",200,3,9,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, Post Graduate Certificate in Advanced Oral Implantology","14 years experience","Panchsheel Park, Delhi","Dentist",900,2,14,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MD - Dermatology, MBBS","17 years experience","Dwarka, Delhi","Dermatologists",500,2,17,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Periodontology and Oral Implantology","9 years experience","Chromepet, Chennai","Dentist",100,2,9,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","11 years experience","Kanakpura Road, Bangalore","Dermatologists",300,3,11,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics","20 years experience","Vadavalli, Coimbatore","Dentist",100,2,20,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MD - Dermatology, MBBS","16 years experience","Hauz Khas, Delhi","Dermatologists",500,2,16,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","18 years experience","Janak Puri, Delhi","Dermatologists",100,3,18,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology","7 years experience","Chromepet, Chennai","Dermatologists",300,2,7,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","14 years experience","Thousand Lights, Chennai","ENT Specialist",700,2,14,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, DVD","14 years experience","Sadashivanagar, Bangalore","Dermatologists",500,2,14,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","21 years experience","R.S. Puram, Coimbatore","Dentist",300,1,21,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BDS","3 years experience","JP Nagar 5 Phase, Bangalore","Dentist",100,1,3,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MD - Physician","11 years experience","Safdarjung Enclave, Delhi","General Medicine",100,1,11,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MD - Medicine, PG in Diabetology","18 years experience","Kalkaji, Delhi","General Medicine",300,2,18,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BAMS","11 years experience","Ghatkopar West, Mumbai","Ayurveda",400,1,11,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS","5 years experience","Chandra Layout, Bangalore","Ayurveda",150,1,5,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","13 years experience","Jayanagar, Bangalore","Dermatologists",500,3,13,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS, MD - Ayurveda Medicine","14 years experience","Kodambakkam, Chennai","Ayurveda",200,2,14,2,1," Chennai",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS, Certificate Course in Advanced Homoeopathy (C.C.A.H)","6 years experience","Whitefield, Bangalore","Homeopath",400,2,6,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BDS","5 years experience","T Nagar, Chennai","Dentist",100,1,5,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MD - Ayurveda Medicine, BAMS, D.Y.A","11 years experience","Borivali West, Mumbai","Ayurveda",500,3,11,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Periodontics, Fellowship and Diplomate in Implantology from ICOI (USA)","9 years experience","Defence Colony, Delhi","Dentist",500,3,9,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology","15 years experience","Lower Parel, Mumbai","Dermatologists",500,2,15,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Periodontology and Oral Implantology","35 years experience","West Mambalam, Chennai","Dentist",200,2,35,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","11 years experience","KPHB, Hyderabad","Dermatologists",750,2,11,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Post Graduate Diploma in Diabetology (PGDD)","20 years experience","Dickenson Road, Bangalore","General Medicine",600,2,20,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, Post Graduate Diploma in Sports Medicine, Nutrition Certification","8 years experience","Manikonda, Hyderabad","General Medicine",300,3,8,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","7 years experience","Kondapur, Hyderabad","Dermatologists",400,3,7,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS- Oral Pathology, Certificate in Dental Implants, Diploma in Medical Law and Ethics (PGDMLE)","21 years experience","Choolaimedu, Chennai","Dentist",200,4,21,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BAMS","5 years experience","Angamaly, Ernakulam","Ayurveda",100,1,5,5,1," Ernakulam",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BDS","14 years experience","Model Town 2, Delhi","Dentist",200,1,14,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BHMS","5 years experience","Bandra West, Mumbai","Homeopath",250,1,5,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BAMS","19 years experience","Koramangala, Bangalore","Ayurveda",500,1,19,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS, PGCR, LLB, MD - Ayurveda Medicine","34 years experience","Patel Nagar East, Delhi","Ayurveda",300,4,34,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery","20 years experience","Vanagaram, Chennai","Dentist",600,2,20,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDS, MBA","18 years experience","Kalkaji, Delhi","Dentist",500,2,18,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MS - ENT, MBBS","31 years experience","Powai, Mumbai","ENT Specialist",800,2,31,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS, MD - Ayurveda Medicine","12 years experience","Rohini, Delhi","Ayurveda",300,2,12,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MCIP","38 years experience","Chetpet, Chennai","General Medicine",300,2,38,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","6 years experience","Chanda Nagar, Hyderabad","Dermatologists",400,3,6,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Internal Medicine","39 years experience","Paschim Vihar, Delhi","General Medicine",800,2,39,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics","9 years experience","Bannerghatta Road, Bangalore","Dentist",600,2,9,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine","27 years experience","Chembur, Mumbai","General Medicine",500,2,27,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"BHMS, MD - Homeopathy","11 years experience","Okhla, Delhi","Homeopath",300,2,11,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BHMS","27 years experience","Hari Nagar, Delhi","Homeopath",500,1,27,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, DDVL","11 years experience","Dilsukhnagar, Hyderabad","Dermatologists",400,2,11,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS","43 years experience","Sakinaka, Mumbai","General Medicine",100,1,43,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
